Filetime;VL-Temperatur (Soll);VL-Temperatur (Ist);RL-Temperatur (Ist);Öffnung des Durchgangsventils (Soll)
132912187150030000;30;29.8;30.1;8.167716
132912187150130000;30;29.8;30.1;8.165633
132912187150230000;30;29.8;30.1;8.165633
132912187150330000;30;29.8;30.1;8.165633
132912187150430000;30;29.8;30.1;8.165633
132912187150530000;30;29.8;30.1;8.165633
132912187150630000;30;29.8;30.1;8.163549
132912187150730000;30;29.8;30.1;8.163549
132912187150830000;30;29.8;30.1;8.163549
132912187150930000;30;29.8;30.1;8.163549
132912187151030000;30;29.8;30.1;8.163549
132912187151130000;30;29.8;30.1;8.161466
132912187151230000;30;29.8;30.1;8.161466
132912187151330000;30;29.8;30.1;8.161466
132912187151430000;30;29.8;30.1;8.161466
132912187151530000;30;29.8;30.1;8.161466
132912187151630000;30;29.8;30.1;8.159383
132912187151730000;30;29.8;30.1;8.159383
132912187151830000;30;29.8;30.1;8.159383
132912187151930000;30;29.8;30.1;8.159383
132912187152030000;30;29.8;30.1;8.159383
132912187152130000;30;29.8;30.1;8.157299
132912187152230000;30;29.8;30.1;8.157299
132912187152330000;30;29.8;30.1;8.157299
132912187152430000;30;29.8;30.1;8.157299
132912187152530000;30;29.8;30.1;8.157299
132912187152630000;30;29.8;30.1;8.155216
132912187152730000;30;29.8;30.1;8.155216
132912187152830000;30;29.8;30.1;8.155216
132912187152930000;30;29.8;30.1;8.155216
132912187153030000;30;29.8;30.1;8.155216
132912187153130000;30;29.8;30.1;8.153132
132912187153230000;30;29.8;30.1;8.153132
132912187153330000;30;29.8;30.1;8.153132
132912187153430000;30;29.8;30.1;8.153132
132912187153530000;30;29.8;30.1;8.153132
132912187153630000;30;29.8;30.1;8.15105
132912187153730000;30;29.8;30.1;8.15105
132912187153830000;30;29.8;30.1;8.15105
132912187153930000;30;29.8;30.1;8.15105
132912187154030000;30;29.8;30.1;8.15105
132912187154130000;30;29.8;30.1;8.148966
132912187154230000;30;29.8;30.1;8.148966
132912187154330000;30;29.8;30.1;8.148966
132912187154430000;30;29.8;30.1;8.148966
132912187154530000;30;29.8;30.1;8.148966
132912187154630000;30;29.8;30.1;8.146883
132912187154730000;30;29.8;30.1;8.146883
132912187154830000;30;29.8;30.1;8.146883
132912187154930000;30;29.8;30.1;8.146883
132912187155030000;30;29.8;30.1;8.146883
132912187155130000;30;29.8;30.1;8.144799
132912187155230000;30;29.8;30.1;8.144799
132912187155330000;30;29.8;30.1;8.144799
132912187155430000;30;29.8;30.1;8.144799
132912187155530000;30;29.8;30.1;8.144799
132912187155630000;30;29.8;30.1;8.142716
132912187155730000;30;29.8;30.1;8.142716
132912187155830000;30;29.8;30.1;8.142716
132912187155930000;30;29.8;30.1;8.142716
132912187156030000;30;29.8;30.1;8.142716
132912187156130000;30;29.8;30.1;8.140633
132912187156230000;30;29.8;30.1;8.140633
132912187156330000;30;29.8;30.1;8.140633
132912187156430000;30;29.8;30.1;8.140633
132912187156530000;30;29.8;30.1;8.140633
132912187156630000;30;29.8;30.1;8.13855
132912187156730000;30;29.8;30.1;8.13855
132912187156830000;30;29.8;30.1;8.13855
132912187156930000;30;29.8;30.1;8.13855
132912187157030000;30;29.8;30.1;8.13855
132912187157130000;30;29.8;30.1;8.136466
132912187157230000;30;29.8;30.1;8.136466
132912187157330000;30;29.8;30.1;8.136466
132912187157430000;30;29.8;30.1;8.136466
132912187157530000;30;29.8;30.1;8.136466
132912187157630000;30;29.8;30.1;8.134382
132912187157730000;30;29.8;30.1;8.134382
132912187157830000;30;29.8;30.1;8.134382
132912187157930000;30;29.8;30.1;8.134382
132912187158030000;30;29.8;30.1;8.134382
132912187158130000;30;29.8;30.1;8.132299
132912187158230000;30;29.8;30.1;8.132299
132912187158330000;30;29.8;30.1;8.132299
132912187158430000;30;29.8;30.1;8.132299
132912187158530000;30;29.8;30.1;8.132299
132912187158630000;30;29.8;30.1;8.130216
132912187158730000;30;29.8;30.1;8.130216
132912187158830000;30;29.8;30.1;8.130216
132912187158930000;30;29.8;30.1;8.130216
132912187159030000;30;29.8;30.1;8.130216
132912187159130000;30;29.8;30.1;8.128133
132912187159230000;30;29.8;30.1;8.128133
132912187159330000;30;29.8;30.1;8.128133
132912187159430000;30;29.8;30.1;8.128133
132912187159530000;30;29.8;30.1;8.128133
132912187159630000;30;29.8;30.1;8.126049
132912187159730000;30;29.8;30.1;8.126049
132912187159830000;30;29.8;30.1;8.126049
132912187159930000;30;29.8;30.1;8.126049
132912187160030000;30;29.8;30.1;8.126049
132912187160130000;30;29.8;30.1;8.123966
132912187160230000;30;29.8;30.1;8.123966
132912187160330000;30;29.8;30.1;8.123966
132912187160430000;30;29.8;30.1;8.123966
132912187160530000;30;29.8;30.1;8.123966
132912187160630000;30;29.8;30.1;8.121882
132912187160730000;30;29.8;30.1;8.121882
132912187160830000;30;29.8;30.1;8.121882
132912187160930000;30;29.8;30.1;8.121882
132912187161030000;30;29.8;30.1;8.121882
132912187161130000;30;29.8;30.1;8.1198
132912187161230000;30;29.8;30.1;8.1198
132912187161330000;30;29.8;30.1;8.1198
132912187161430000;30;29.8;30.1;8.1198
132912187161530000;30;29.8;30.1;8.1198
132912187161630000;30;29.8;30.1;8.117716
132912187161730000;30;29.8;30.1;8.117716
132912187161830000;30;29.8;30.1;8.117716
132912187161930000;30;29.8;30.1;8.117716
132912187162030000;30;29.8;30.1;8.117716
132912187162130000;30;29.8;30.1;8.115633
132912187162230000;30;29.8;30.1;8.115633
132912187162330000;30;29.8;30.1;8.115633
132912187162430000;30;29.8;30.1;8.115633
132912187162530000;30;29.8;30.1;8.115633
132912187162630000;30;29.8;30.1;8.113549
132912187162730000;30;29.8;30.1;8.113549
132912187162830000;30;29.8;30.1;8.113549
132912187162930000;30;29.8;30.1;8.113549
132912187163030000;30;29.8;30.1;8.113549
132912187163130000;30;29.8;30.1;8.111465
132912187163230000;30;29.8;30.1;8.111465
132912187163330000;30;29.8;30.1;8.111465
132912187163430000;30;29.8;30.1;8.111465
132912187163530000;30;29.8;30.1;8.111465
132912187163630000;30;29.8;30.1;8.109383
132912187163730000;30;29.8;30.1;8.109383
132912187163830000;30;29.8;30.1;8.109383
132912187163930000;30;29.8;30.1;8.109383
132912187164030000;30;29.8;30.1;8.109383
132912187164130000;30;29.8;30.1;8.107299
132912187164230000;30;29.8;30.1;8.107299
132912187164330000;30;29.8;30.1;8.107299
132912187164430000;30;29.8;30.1;8.107299
132912187164530000;30;29.8;30.1;8.107299
132912187164630000;30;29.8;30.1;8.105216
132912187164730000;30;29.8;30.1;8.105216
132912187164830000;30;29.8;30.1;8.105216
132912187164930000;30;29.8;30.1;8.105216
132912187165030000;30;29.8;30.1;8.105216
132912187165130000;30;29.8;30.1;8.103132
132912187165230000;30;29.8;30.1;8.103132
132912187165330000;30;29.8;30.1;8.103132
132912187165430000;30;29.8;30.1;8.103132
132912187165530000;30;29.8;30.1;8.103132
132912187165630000;30;29.8;30.1;8.101049
132912187165730000;30;29.8;30.1;8.101049
132912187165830000;30;29.8;30.1;8.101049
132912187165930000;30;29.8;30.1;8.101049
132912187166030000;30;29.8;30.1;8.101049
132912187166130000;30;29.8;30.1;8.098966
132912187166230000;30;29.8;30.1;8.098966
132912187166330000;30;29.8;30.1;8.098966
132912187166430000;30;29.8;30.1;8.098966
132912187166530000;30;29.8;30.1;8.098966
132912187166630000;30;29.8;30.1;8.096883
132912187166730000;30;29.8;30.1;8.096883
132912187166830000;30;29.8;30.1;8.096883
132912187166930000;30;29.8;30.1;8.096883
132912187167030000;30;29.8;30.1;8.096883
132912187167130000;30;29.8;30.1;8.094799
132912187167230000;30;29.8;30.1;8.094799
132912187167330000;30;29.8;30.1;8.094799
132912187167430000;30;29.8;30.1;8.094799
132912187167530000;30;29.8;30.1;8.094799
132912187167630000;30;29.8;30.1;8.092716
132912187167730000;30;29.8;30.1;8.092716
132912187167830000;30;29.8;30.1;8.092716
132912187167930000;30;29.8;30.1;8.092716
132912187168030000;30;29.8;30.1;8.092716
132912187168130000;30;29.8;30.1;8.090632
132912187168230000;30;29.8;30.1;8.090632
132912187168330000;30;29.8;30.1;8.090632
132912187168430000;30;29.8;30.1;8.090632
132912187168530000;30;29.8;30.1;8.090632
132912187168630000;30;29.8;30.1;8.08855
132912187168730000;30;29.8;30.1;8.08855
132912187168830000;30;29.8;30.1;8.08855
132912187168930000;30;29.8;30.1;8.08855
132912187169030000;30;29.8;30.1;8.08855
132912187169130000;30;29.8;30.1;8.086466
132912187169230000;30;29.8;30.1;8.086466
132912187169330000;30;29.8;30.1;8.086466
132912187169430000;30;29.8;30.1;8.086466
132912187169530000;30;29.8;30.1;8.086466
132912187169630000;30;29.8;30.1;8.084382
132912187169730000;30;29.8;30.1;8.084382
132912187169830000;30;29.8;30.1;8.084382
132912187169930000;30;29.8;30.1;8.084382
132912187170030000;30;29.8;30.1;8.084382
132912187170130000;30;29.8;30.1;8.082299
132912187170230000;30;29.8;30.1;8.082299
132912187170330000;30;29.8;30.1;8.082299
132912187170430000;30;29.8;30.1;8.082299
132912187170530000;30;29.8;30.1;8.082299
132912187170630000;30;29.8;30.1;8.080215
132912187170730000;30;29.8;30.1;8.080215
132912187170830000;30;29.8;30.1;8.080215
132912187170930000;30;29.8;30.1;8.080215
132912187171030000;30;29.8;30.1;8.080215
132912187171130000;30;29.8;30.1;8.078133
132912187171230000;30;29.8;30.1;8.078133
132912187171330000;30;29.8;30.1;8.078133
132912187171430000;30;29.8;30.1;8.078133
132912187171530000;30;29.8;30.1;8.078133
132912187171630000;30;29.8;30.1;8.076049
132912187171730000;30;29.8;30.1;8.076049
132912187171830000;30;29.8;30.1;8.076049
132912187171930000;30;29.8;30.1;8.076049
132912187172030000;30;29.8;30.1;8.076049
132912187172130000;30;29.8;30.1;8.073966
132912187172230000;30;29.8;30.1;8.073966
132912187172330000;30;29.8;30.1;8.073966
132912187172430000;30;29.8;30.1;8.073966
132912187172530000;30;29.8;30.1;8.073966
132912187172630000;30;29.8;30.1;8.071882
132912187172730000;30;29.8;30.1;8.071882
132912187172830000;30;29.8;30.1;8.071882
132912187172930000;30;29.8;30.1;8.071882
132912187173030000;30;29.8;30.1;8.071882
132912187173130000;30;29.8;30.1;8.069799
132912187173230000;30;29.8;30.1;8.069799
132912187173330000;30;29.8;30.1;8.069799
132912187173430000;30;29.8;30.1;8.069799
132912187173530000;30;29.8;30.1;8.069799
132912187173630000;30;29.8;30.1;8.067716
132912187173730000;30;29.8;30.1;8.067716
132912187173830000;30;29.8;30.1;8.067716
132912187173930000;30;29.8;30.1;8.067716
132912187174030000;30;29.8;30.1;8.067716
132912187174130000;30;29.8;30.1;8.065633
132912187174230000;30;29.8;30.1;8.065633
132912187174330000;30;29.8;30.1;8.065633
132912187174430000;30;29.8;30.1;8.065633
132912187174530000;30;29.8;30.1;8.065633
132912187174630000;30;29.8;30.1;8.063549
132912187174730000;30;29.8;30.1;8.063549
132912187174830000;30;29.8;30.1;8.063549
132912187174930000;30;29.8;30.1;8.063549
132912187175030000;30;29.8;30.1;8.063549
132912187175130000;30;29.8;30.1;8.061465
132912187175230000;30;29.8;30.1;8.061465
132912187175330000;30;29.8;30.1;8.061465
132912187175430000;30;29.8;30.1;8.061465
132912187175530000;30;29.8;30.1;8.061465
132912187175630000;30;29.8;30.1;8.059382
132912187175730000;30;29.8;30.1;8.059382
132912187175830000;30;29.8;30.1;8.059382
132912187175930000;30;29.8;30.1;8.059382
132912187176030000;30;29.8;30.1;8.059382
132912187176130000;30;29.8;30.1;8.057299
132912187176230000;30;29.8;30.1;8.057299
132912187176330000;30;29.8;30.1;8.057299
132912187176430000;30;29.8;30.1;8.057299
132912187176530000;30;29.8;30.1;8.057299
132912187176630000;30;29.8;30.1;8.055216
132912187176730000;30;29.8;30.1;8.055216
132912187176830000;30;29.8;30.1;8.055216
132912187176930000;30;29.8;30.1;8.055216
132912187177030000;30;29.8;30.1;8.055216
132912187177130000;30;29.8;30.1;8.053132
132912187177230000;30;29.8;30.1;8.053132
132912187177330000;30;29.8;30.1;8.053132
132912187177430000;30;29.8;30.1;8.053132
132912187177530000;30;29.8;30.1;8.053132
132912187177630000;30;29.8;30.1;8.051049
132912187177730000;30;29.8;30.1;8.051049
132912187177830000;30;29.8;30.1;8.051049
132912187177930000;30;29.8;30.1;8.051049
132912187178030000;30;29.8;30.1;8.051049
132912187178130000;30;29.8;30.1;8.048965
132912187178230000;30;29.8;30.1;8.048965
132912187178330000;30;29.8;30.1;8.048965
132912187178430000;30;29.8;30.1;8.048965
132912187178530000;30;29.8;30.1;8.048965
132912187178630000;30;29.8;30.1;8.046883
132912187178730000;30;29.8;30.1;8.046883
132912187178830000;30;29.8;30.1;8.046883
132912187178930000;30;29.8;30.1;8.046883
132912187179030000;30;29.8;30.1;8.046883
132912187179130000;30;29.8;30.1;8.044799
132912187179230000;30;29.8;30.1;8.044799
132912187179330000;30;29.8;30.1;8.044799
132912187179430000;30;29.8;30.1;8.044799
132912187179530000;30;29.8;30.1;8.044799
132912187179630000;30;29.8;30.1;8.042716
132912187179730000;30;29.8;30.1;8.042716
132912187179830000;30;29.8;30.1;8.042716
132912187179930000;30;29.8;30.1;8.042716
132912187180030000;30;29.8;30.1;8.042716
132912187180130000;30;29.8;30.1;8.040632
132912187180230000;30;29.8;30.1;8.040632
132912187180330000;30;29.7;30.1;8.040632
132912187180430000;30;29.7;30.1;8.040632
132912187180530000;30;29.7;30.1;8.040632
132912187180630000;30;29.7;30.1;8.013028
132912187180730000;30;29.7;30.1;8.013028
132912187180830000;30;29.7;30.1;8.013028
132912187180930000;30;29.7;30.1;8.013028
132912187181030000;30;29.7;30.1;8.013028
132912187181130000;30;29.7;30.1;8.009904
132912187181230000;30;29.7;30.1;8.009904
132912187181330000;30;29.7;30.1;8.009904
132912187181430000;30;29.7;30.1;8.009904
132912187181530000;30;29.7;30.1;8.009904
132912187181630000;30;29.7;30.1;8.006779
132912187181730000;30;29.7;30.1;8.006779
132912187181830000;30;29.7;30.1;8.006779
132912187181930000;30;29.7;30.1;8.006779
132912187182030000;30;29.7;30.1;8.006779
132912187182130000;30;29.7;30.1;8.003654
132912187182230000;30;29.7;30.1;8.003654
132912187182330000;30;29.7;30.1;8.003654
132912187182430000;30;29.7;30.1;8.003654
132912187182530000;30;29.7;30.1;8.003654
132912187182630000;30;29.7;30.1;8.000528
132912187182730000;30;29.7;30.1;8.000528
132912187182830000;30;29.7;30.1;8.000528
132912187182930000;30;29.7;30.1;8.000528
132912187183030000;30;29.7;30.1;8.000528
132912187183130000;30;29.7;30.1;7.99740362
132912187183230000;30;29.7;30.1;7.99740362
132912187183330000;30;29.7;30.1;7.99740362
132912187183430000;30;29.7;30.1;7.99740362
132912187183530000;30;29.7;30.1;7.99740362
132912187183630000;30;29.7;30.1;7.99427843
132912187183730000;30;29.7;30.1;7.99427843
132912187183830000;30;29.7;30.1;7.99427843
132912187183930000;30;29.7;30.1;7.99427843
132912187184030000;30;29.7;30.1;7.99427843
132912187184130000;30;29.7;30.1;7.99115372
132912187184230000;30;29.7;30.1;7.99115372
132912187184330000;30;29.7;30.1;7.99115372
132912187184430000;30;29.7;30.1;7.99115372
132912187184530000;30;29.7;30.1;7.99115372
132912187184630000;30;29.7;30.1;7.98802853
132912187184730000;30;29.7;30.1;7.98802853
132912187184830000;30;29.7;30.1;7.98802853
132912187184930000;30;29.7;30.1;7.98802853
132912187185030000;30;29.7;30.1;7.98802853
132912187185130000;30;29.7;30.1;7.984904
132912187185230000;30;29.7;30.1;7.984904
132912187185330000;30;29.7;30.1;7.984904
132912187185430000;30;29.7;30.1;7.984904
132912187185530000;30;29.7;30.1;7.984904
132912187185630000;30;29.7;30.1;7.98177862
132912187185730000;30;29.7;30.1;7.98177862
132912187185830000;30;29.7;30.1;7.98177862
132912187185930000;30;29.7;30.1;7.98177862
132912187186030000;30;29.7;30.1;7.98177862
132912187186130000;30;29.7;30.1;7.97865343
132912187186230000;30;29.7;30.1;7.97865343
132912187186330000;30;29.7;30.1;7.97865343
132912187186430000;30;29.7;30.1;7.97865343
132912187186530000;30;29.7;30.1;7.97865343
132912187186630000;30;29.7;30.1;7.97552872
132912187186730000;30;29.7;30.1;7.97552872
132912187186830000;30;29.7;30.1;7.97552872
132912187186930000;30;29.7;30.1;7.97552872
132912187187030000;30;29.7;30.1;7.97552872
132912187187130000;30;29.7;30.1;7.97240353
132912187187230000;30;29.7;30.1;7.97240353
132912187187330000;30;29.7;30.1;7.97240353
132912187187430000;30;29.7;30.1;7.97240353
132912187187530000;30;29.7;30.1;7.97240353
132912187187630000;30;29.7;30.1;7.969279
132912187187730000;30;29.7;30.1;7.969279
132912187187830000;30;29.7;30.1;7.969279
132912187187930000;30;29.7;30.1;7.969279
132912187188030000;30;29.7;30.1;7.969279
132912187188130000;30;29.7;30.1;7.96615362
132912187188230000;30;29.7;30.1;7.96615362
132912187188330000;30;29.7;30.1;7.96615362
132912187188430000;30;29.7;30.1;7.96615362
132912187188530000;30;29.7;30.1;7.96615362
132912187188630000;30;29.7;30.1;7.96302843
132912187188730000;30;29.7;30;7.96302843
132912187188830000;30;29.7;30;7.96302843
132912187188930000;30;29.7;30;7.96302843
132912187189030000;30;29.7;30;7.96302843
132912187189130000;30;29.7;30;7.95990372
132912187189230000;30;29.7;30;7.95990372
132912187189330000;30;29.7;30;7.95990372
132912187189430000;30;29.7;30;7.95990372
132912187189530000;30;29.7;30;7.95990372
132912187189630000;30;29.7;30;7.95677853
132912187189730000;30;29.7;30;7.95677853
132912187189830000;30;29.7;30;7.95677853
132912187189930000;30;29.7;30;7.95677853
132912187190030000;30;29.7;30;7.95677853
132912187190130000;30;29.7;30;7.953654
132912187190230000;30;29.7;30;7.953654
132912187190330000;30;29.7;30;7.953654
132912187190430000;30;29.7;30;7.953654
132912187190530000;30;29.7;30;7.953654
132912187190630000;30;29.7;30;7.95052862
132912187190730000;30;29.7;30;7.95052862
132912187190830000;30;29.7;30;7.95052862
132912187190930000;30;29.7;30;7.95052862
132912187191030000;30;29.7;30;7.95052862
132912187191130000;30;29.7;30;7.947404
132912187191230000;30;29.7;30;7.947404
132912187191330000;30;29.7;30;7.947404
132912187191430000;30;29.7;30;7.947404
132912187191530000;30;29.7;30;7.947404
132912187191630000;30;29.7;30;7.94427872
132912187191730000;30;29.7;30;7.94427872
132912187191830000;30;29.7;30;7.94427872
132912187191930000;30;29.7;30;7.94427872
132912187192030000;30;29.7;30;7.94427872
132912187192130000;30;29.7;30;7.94115353
132912187192230000;30;29.7;30;7.94115353
132912187192330000;30;29.7;30;7.94115353
132912187192430000;30;29.7;30;7.94115353
132912187192530000;30;29.7;30;7.94115353
132912187192630000;30;29.7;30;7.938029
132912187192730000;30;29.7;30;7.938029
132912187192830000;30;29.7;30;7.938029
132912187192930000;30;29.7;30;7.938029
132912187193030000;30;29.7;30;7.938029
132912187193130000;30;29.7;30;7.93490362
132912187193230000;30;29.7;30;7.93490362
132912187193330000;30;29.7;30;7.93490362
132912187193430000;30;29.7;30;7.93490362
132912187193530000;30;29.7;30;7.93490362
132912187193630000;30;29.7;30;7.931779
132912187193730000;30;29.7;30;7.931779
132912187193830000;30;29.7;30;7.931779
132912187193930000;30;29.7;30;7.931779
132912187194030000;30;29.7;30;7.931779
132912187194130000;30;29.7;30;7.92865372
132912187194230000;30;29.7;30;7.92865372
132912187194330000;30;29.7;30;7.92865372
132912187194430000;30;29.7;30;7.92865372
132912187194530000;30;29.7;30;7.92865372
132912187194630000;30;29.7;30;7.92552853
132912187194730000;30;29.7;30;7.92552853
132912187194830000;30;29.7;30;7.92552853
132912187194930000;30;29.7;30;7.92552853
132912187195030000;30;29.7;30;7.92552853
132912187195130000;30;29.7;30;7.922404
132912187195230000;30;29.7;30;7.922404
132912187195330000;30;29.7;30;7.922404
132912187195430000;30;29.7;30;7.922404
132912187195530000;30;29.7;30;7.922404
132912187195630000;30;29.7;30;7.91927862
132912187195730000;30;29.7;30;7.91927862
132912187195830000;30;29.7;30;7.91927862
132912187195930000;30;29.7;30;7.91927862
132912187196030000;30;29.7;30;7.91927862
132912187196130000;30;29.7;30;7.916154
132912187196230000;30;29.7;30;7.916154
132912187196330000;35;29.7;30;7.916154
132912187196430000;35;29.7;30;7.916154
132912187196530000;35;29.7;30;7.916154
132912187196630000;35;29.7;30;6.636987
132912187196730000;35;29.7;30;6.636987
132912187196830000;35;29.7;30;6.636987
132912187196930000;35;29.7;30;6.636987
132912187197030000;35;29.7;30;6.636987
132912187197130000;35;29.7;30;6.581779
132912187197230000;35;29.7;30;6.581779
132912187197330000;35;29.7;30;6.581779
132912187197430000;35;29.7;30;6.581779
132912187197530000;35;29.7;30;6.581779
132912187197630000;35;29.7;30;6.52657032
132912187197730000;35;29.7;30;6.52657032
132912187197830000;35;29.7;30;6.52657032
132912187197930000;35;29.7;30;6.52657032
132912187198030000;35;29.7;30;6.52657032
132912187198130000;35;29.7;30;6.471362
132912187198230000;35;29.7;30;6.471362
132912187198330000;35;29.7;30;6.471362
132912187198430000;35;29.7;30;6.471362
132912187198530000;35;29.7;30;6.471362
132912187198630000;35;29.7;30;6.416154
132912187198730000;35;29.7;30;6.416154
132912187198830000;35;29.7;30;6.416154
132912187198930000;35;29.7;30;6.416154
132912187199030000;35;29.7;30;6.416154
132912187199130000;35;29.7;30;6.3609457
132912187199230000;35;29.7;30;6.3609457
132912187199330000;35;29.7;30;6.3609457
132912187199430000;35;29.7;30;6.3609457
132912187199530000;35;29.7;30;6.3609457
132912187199630000;35;29.7;30;6.305737
132912187199730000;35;29.7;30;6.305737
132912187199830000;35;29.7;30;6.305737
132912187199930000;35;29.7;30;6.305737
132912187200030000;35;29.7;30;6.305737
132912187200130000;35;29.7;30;6.250529
132912187200230000;35;29.7;30;6.250529
132912187200330000;35;29.7;30;6.250529
132912187200430000;35;29.7;30;6.250529
132912187200530000;35;29.7;30;6.250529
132912187200630000;35;29.7;30;6.19532061
132912187200730000;35;29.7;30;6.19532061
132912187200830000;35;29.7;30;6.19532061
132912187200930000;35;29.7;30;6.19532061
132912187201030000;35;29.7;30;6.19532061
132912187201130000;35;29.7;30;6.1401124
132912187201230000;35;29.7;30;6.1401124
132912187201330000;35;29.7;30;6.1401124
132912187201430000;35;29.7;30;6.1401124
132912187201530000;35;29.7;30;6.1401124
132912187201630000;35;29.7;30;6.08490372
132912187201730000;35;29.7;30;6.08490372
132912187201830000;35;29.7;30;6.08490372
132912187201930000;35;29.7;30;6.08490372
132912187202030000;35;29.7;30;6.08490372
132912187202130000;35;29.7;30;6.02969551
132912187202230000;35;29.7;30;6.02969551
132912187202330000;35;29.7;30;6.02969551
132912187202430000;35;29.7;30;6.02969551
132912187202530000;35;29.7;30;6.02969551
132912187202630000;35;29.7;30;5.9744873
132912187202730000;35;29.7;30;5.9744873
132912187202830000;35;29.7;30;5.9744873
132912187202930000;35;29.7;30;5.9744873
132912187203030000;35;29.7;30;5.9744873
132912187203130000;35;29.7;30;5.919279
132912187203230000;35;29.7;30;5.919279
132912187203330000;35;29.7;30;5.919279
132912187203430000;35;29.7;30;5.919279
132912187203530000;35;29.7;30;5.919279
132912187203630000;35;29.7;30;5.86407042
132912187203730000;35;29.7;30;5.86407042
