Filetime;VL-Temperatur (Soll);VL-Temperatur (Ist);RL-Temperatur (Ist);Öffnung des Durchgangsventils (Soll)
132912193706630000;35;35.2;34.6;7.954162
132912193706730000;35;35.2;34.6;7.952079
132912193706830000;35;35.2;34.6;7.952079
132912193706930000;35;35.2;34.6;7.952079
132912193707030000;35;35.2;34.6;7.952079
132912193707130000;35;35.2;34.6;7.952079
132912193707230000;35;35.2;34.6;7.94999552
132912193707330000;35;35.2;34.6;7.94999552
132912193707430000;35;35.2;34.6;7.94999552
132912193707530000;35;35.2;34.6;7.94999552
132912193707630000;35;35.2;34.6;7.94999552
132912193707730000;35;35.2;34.6;7.947912
132912193707830000;35;35.2;34.6;7.947912
132912193707930000;35;35.2;34.6;7.947912
132912193708030000;35;35.2;34.6;7.947912
132912193708130000;35;35.2;34.6;7.947912
132912193708230000;35;35.2;34.6;7.94582844
132912193708330000;35;35.2;34.6;7.94582844
132912193708430000;35;35.2;34.6;7.94582844
132912193708530000;35;35.2;34.6;7.94582844
132912193708630000;35;35.2;34.6;7.94582844
132912193708730000;35;35.2;34.6;7.943745
132912193708830000;35;35.2;34.6;7.943745
132912193708930000;35;35.2;34.6;7.943745
132912193709030000;35;35.2;34.6;7.943745
132912193709130000;35;35.2;34.6;7.943745
132912193709230000;35;35.2;34.6;7.941662
132912193709330000;35;35.2;34.6;7.941662
132912193709430000;35;35.2;34.6;7.941662
132912193709530000;35;35.2;34.6;7.941662
132912193709630000;35;35.2;34.6;7.941662
132912193709730000;35;35.2;34.6;7.93957853
132912193709830000;35;35.2;34.6;7.93957853
132912193709930000;35;35.2;34.6;7.93957853
132912193710030000;35;35.2;34.6;7.93957853
132912193710130000;35;35.2;34.6;7.93957853
132912193710230000;35;35.2;34.6;7.937495
132912193710330000;35;35.2;34.6;7.937495
132912193710430000;35;35.2;34.6;7.937495
132912193710530000;35;35.2;34.6;7.937495
132912193710630000;35;35.2;34.6;7.937495
132912193710730000;35;35.2;34.6;7.935412
132912193710830000;35;35.2;34.6;7.935412
132912193710930000;35;35.2;34.6;7.935412
132912193711030000;35;35.2;34.6;7.935412
132912193711130000;35;35.2;34.6;7.935412
132912193711230000;35;35.2;34.6;7.93332863
132912193711330000;35;35.2;34.6;7.93332863
132912193711430000;35;35.2;34.6;7.93332863
132912193711530000;35;35.2;34.6;7.93332863
132912193711630000;35;35.2;34.6;7.93332863
132912193711730000;35;35.2;34.6;7.93124533
132912193711830000;35;35.2;34.6;7.93124533
132912193711930000;35;35.2;34.6;7.93124533
132912193712030000;35;35.2;34.6;7.93124533
132912193712130000;35;35.2;34.6;7.93124533
132912193712230000;35;35.2;34.6;7.929162
132912193712330000;35;35.2;34.6;7.929162
132912193712430000;35;35.2;34.6;7.929162
132912193712530000;35;35.2;34.6;7.929162
132912193712630000;35;35.2;34.6;7.929162
132912193712730000;35;35.2;34.6;7.92707872
