Filetime;VL-Temperatur (Soll);VL-Temperatur (Ist);RL-Temperatur (Ist);Öffnung des Durchgangsventils (Soll)
132912200204430000;40;39.8;39;16.0385323
132912200204530000;40;39.8;39;16.0385323
132912200204630000;40;39.8;39;16.0385323
132912200204730000;40;39.8;39;16.0406151
132912200204830000;40;39.8;39;16.0406151
132912200204930000;40;39.8;39;16.0406151
132912200205030000;40;39.8;39;16.0406151
132912200205130000;40;39.8;39;16.0406151
132912200205230000;40;39.8;39;16.0426979
132912200205330000;40;39.8;39;16.0426979
132912200205430000;40;39.8;39;16.0426979
132912200205530000;40;39.8;39;16.0426979
132912200205630000;40;39.8;39;16.0426979
132912200205730000;40;39.8;39;16.0447826
132912200205830000;40;39.8;39;16.0447826
132912200205930000;40;39.8;39;16.0447826
132912200206030000;40;39.8;39;16.0447826
132912200206130000;40;39.8;39;16.0447826
132912200206230000;40;39.8;39;16.0468655
132912200206330000;40;39.8;39;16.0468655
132912200206430000;40;39.8;39;16.0468655
132912200206530000;40;39.8;39;16.0468655
132912200206630000;40;39.8;39;16.0468655
132912200206730000;40;39.8;39;16.0489483
132912200206830000;40;39.8;39;16.0489483
132912200206930000;40;39.8;39;16.0489483
132912200207030000;40;39.8;39;16.0489483
132912200207130000;40;39.8;39;16.0489483
132912200207230000;40;39.8;39;16.0510311
132912200207330000;40;39.8;39;16.0510311
132912200207430000;40;39.8;39;16.0510311
132912200207530000;40;39.8;39;16.0510311
132912200207630000;40;39.8;39;16.0510311
132912200207730000;40;39.8;39;16.0531158
132912200207830000;40;39.8;39;16.0531158
132912200207930000;40;39.8;39;16.0531158
132912200208030000;40;39.8;39;16.0531158
132912200208130000;40;39.8;39;16.0531158
132912200208230000;40;39.8;39;16.0551987
132912200208330000;40;39.8;39;16.0551987
132912200208430000;40;39.8;39;16.0551987
132912200208530000;40;39.8;39;16.0551987
132912200208630000;40;39.8;39;16.0551987
132912200208730000;40;39.8;39;16.0572815
132912200208830000;40;39.8;39;16.0572815
132912200208930000;40;39.8;39;16.0572815
132912200209030000;40;39.8;39;16.0572815
132912200209130000;40;39.8;39;16.0572815
132912200209230000;40;39.8;39;16.0593662
132912200209330000;40;39.8;39;16.0593662
132912200209430000;40;39.8;39;16.0593662
132912200209530000;40;39.8;39;16.0593662
132912200209630000;40;39.8;39;16.0593662
132912200209730000;40;39.8;39;16.06145
132912200209830000;40;39.8;39;16.06145
132912200209930000;40;39.8;39;16.06145
132912200210030000;40;39.8;39;16.06145
132912200210130000;40;39.8;39;16.06145
132912200210230000;40;39.8;39;16.0635319
132912200210330000;40;39.8;39;16.0635319
132912200210430000;40;39.8;39;16.0635319
132912200210530000;40;39.8;39;16.0635319
132912200210630000;40;39.8;39;16.0635319
132912200210730000;40;39.8;39;16.0656147
132912200210830000;40;39.8;39;16.0656147
132912200210930000;40;39.8;39;16.0656147
132912200211030000;40;39.8;39;16.0656147
132912200211130000;40;39.8;39;16.0656147
132912200211230000;40;39.8;39;16.0677
132912200211330000;40;39.8;39;16.0677
132912200211430000;40;39.8;39;16.0677
132912200211530000;40;39.8;39;16.0677
132912200211630000;40;39.8;39;16.0677
132912200211730000;40;39.8;39;16.0697823
132912200211830000;40;39.8;39;16.0697823
132912200211930000;40;39.8;39;16.0697823
132912200212030000;40;39.8;39;16.0697823
132912200212130000;40;39.8;39;16.0697823
132912200212230000;40;39.8;39;16.0718651
132912200212330000;40;39.8;39;16.0718651
132912200212430000;40;39.8;39;16.0718651
132912200212530000;40;39.8;39;16.0718651
132912200212630000;40;39.8;39;16.0718651
132912200212730000;40;39.8;39;16.0739479
132912200212830000;40;39.8;39;16.0739479
132912200212930000;40;39.8;39;16.0739479
132912200213030000;40;39.8;39;16.0739479
132912200213130000;40;39.8;39;16.0739479
132912200213230000;40;39.8;39;16.0760326
132912200213330000;40;39.8;39;16.0760326
132912200213430000;40;39.8;39;16.0760326
132912200213530000;40;39.8;39;16.0760326
132912200213630000;40;39.8;39;16.0760326
132912200213730000;40;39.8;39;16.0781155
132912200213830000;40;39.8;39;16.0781155
132912200213930000;40;39.8;39;16.0781155
132912200214030000;40;39.8;39;16.0781155
132912200214130000;40;39.8;39;16.0781155
132912200214230000;40;39.8;39;16.0801983
132912200214330000;40;39.8;39;16.0801983
132912200214430000;40;39.8;39;16.0801983
132912200214530000;40;39.8;39;16.0801983
132912200214630000;40;39.8;39;16.0801983
132912200214730000;40;39.8;39;16.0822811
132912200214830000;40;39.8;39;16.0822811
132912200214930000;40;39.8;39;16.0822811
132912200215030000;40;39.8;39;16.0822811
132912200215130000;40;39.8;39;16.0822811
132912200215230000;40;39.8;39;16.0843658
132912200215330000;40;39.8;39;16.0843658
132912200215430000;40;39.8;39;16.0843658
132912200215530000;40;39.8;39;16.0843658
132912200215630000;40;39.8;39;16.0843658
132912200215730000;40;39.8;39;16.0864487
132912200215830000;40;39.8;39;16.0864487
132912200215930000;40;39.8;39;16.0864487
132912200216030000;40;39.8;39;16.0864487
132912200216130000;40;39.8;39;16.0864487
132912200216230000;40;39.8;39;16.0885315
132912200216330000;40;39.8;39;16.0885315
132912200216430000;40;39.8;39;16.0885315
132912200216530000;40;39.8;39;16.0885315
132912200216630000;40;39.8;39;16.0885315
132912200216730000;40;39.8;39;16.0906162
132912200216830000;40;39.8;39;16.0906162
132912200216930000;40;39.8;39;16.0906162
132912200217030000;40;39.8;39;16.0906162
132912200217130000;40;39.8;39;16.0906162
132912200217230000;40;39.8;39;16.0927
132912200217330000;40;39.8;39;16.0927
132912200217430000;40;39.8;39;16.0927
132912200217530000;40;39.8;39;16.0927
132912200217630000;40;39.8;39;16.0927
132912200217730000;40;39.8;39;16.0947819
132912200217830000;40;39.8;39;16.0947819
132912200217930000;40;39.8;39;16.0947819
132912200218030000;40;39.8;39;16.0947819
132912200218130000;40;39.8;39;16.0947819
132912200218230000;40;39.8;39;16.0968647
132912200218330000;40;39.8;39;16.0968647
132912200218430000;40;39.8;39;16.0968647
132912200218530000;40;39.8;39;16.0968647
132912200218630000;40;39.8;39;16.0968647
132912200218730000;40;39.8;39;16.09895
132912200218830000;40;39.8;39;16.09895
132912200218930000;40;39.8;39;16.09895
132912200219030000;40;39.8;39;16.09895
132912200219130000;40;39.8;39;16.09895
132912200219230000;40;39.8;39;16.1010323
132912200219330000;40;39.8;39;16.1010323
132912200219430000;40;39.8;39;16.1010323
