Filetime;VL-Temperatur (Soll);VL-Temperatur (Ist);RL-Temperatur (Ist);Öffnung des Durchgangsventils (Soll)
132912206899330000;35;34.7;34.2;9.910933
132912206899430000;35;34.7;34.2;9.914057
132912206899530000;35;34.7;34.2;9.914057
132912206899630000;35;34.7;34.2;9.914057
132912206899730000;35;34.7;34.2;9.914057
132912206899830000;35;34.7;34.2;9.914057
132912206899930000;35;34.7;34.2;9.917182
132912206900030000;35;34.7;34.2;9.917182
132912206900130000;35;34.7;34.2;9.917182
132912206900230000;35;34.7;34.2;9.917182
132912206900330000;35;34.7;34.2;9.917182
132912206900430000;35;34.7;34.2;9.920307
132912206900530000;35;34.7;34.2;9.920307
132912206900630000;35;34.7;34.2;9.920307
132912206900730000;35;34.7;34.2;9.920307
132912206900830000;35;34.7;34.2;9.920307
132912206900930000;35;34.7;34.2;9.923432
132912206901030000;35;34.7;34.2;9.923432
132912206901130000;35;34.7;34.2;9.923432
132912206901230000;35;34.7;34.2;9.923432
132912206901330000;35;34.7;34.2;9.923432
132912206901430000;35;34.7;34.2;9.926558
132912206901530000;35;34.7;34.2;9.926558
132912206901630000;35;34.7;34.2;9.926558
132912206901730000;35;34.7;34.2;9.926558
132912206901830000;35;34.7;34.2;9.926558
132912206901930000;35;34.7;34.2;9.929682
132912206902030000;35;34.7;34.2;9.929682
132912206902130000;35;34.7;34.2;9.929682
132912206902230000;35;34.7;34.2;9.929682
132912206902330000;35;34.7;34.2;9.929682
132912206902430000;35;34.7;34.2;9.932807
132912206902530000;35;34.7;34.2;9.932807
132912206902630000;35;34.7;34.2;9.932807
132912206902730000;35;34.7;34.2;9.932807
132912206902830000;35;34.7;34.2;9.932807
132912206902930000;35;34.7;34.2;9.935932
132912206903030000;35;34.7;34.2;9.935932
132912206903130000;35;34.7;34.2;9.935932
132912206903230000;35;34.7;34.2;9.935932
132912206903330000;35;34.7;34.2;9.935932
132912206903430000;35;34.7;34.2;9.939057
132912206903530000;35;34.7;34.2;9.939057
132912206903630000;35;34.7;34.2;9.939057
132912206903730000;35;34.7;34.2;9.939057
132912206903830000;35;34.7;34.2;9.939057
132912206903930000;35;34.7;34.2;9.942183
132912206904030000;35;34.7;34.2;9.942183
132912206904130000;35;34.7;34.2;9.942183
132912206904230000;35;34.7;34.2;9.942183
132912206904330000;35;34.7;34.2;9.942183
132912206904430000;35;34.7;34.2;9.945307
132912206904530000;35;34.7;34.2;9.945307
132912206904630000;35;34.7;34.2;9.945307
132912206904730000;35;34.7;34.2;9.945307
132912206904830000;35;34.7;34.2;9.945307
132912206904930000;35;34.7;34.2;9.948432
132912206905030000;35;34.7;34.2;9.948432
132912206905130000;35;34.7;34.2;9.948432
132912206905230000;35;34.7;34.2;9.948432
132912206905330000;35;34.7;34.2;9.948432
132912206905430000;35;34.7;34.2;9.951557
132912206905530000;35;34.7;34.2;9.951557
132912206905630000;35;34.7;34.2;9.951557
132912206905730000;35;34.7;34.2;9.951557
132912206905830000;35;34.7;34.2;9.951557
132912206905930000;35;34.7;34.2;9.954682
132912206906030000;35;34.7;34.2;9.954682
132912206906130000;35;34.7;34.2;9.954682
132912206906230000;35;34.7;34.2;9.954682
132912206906330000;35;34.7;34.2;9.954682
132912206906430000;35;34.7;34.2;9.957808
132912206906530000;35;34.7;34.2;9.957808
132912206906630000;35;34.7;34.2;9.957808
132912206906730000;35;34.7;34.2;9.957808
132912206906830000;35;34.7;34.2;9.957808
132912206906930000;35;34.7;34.2;9.960932
132912206907030000;35;34.7;34.2;9.960932
132912206907130000;35;34.7;34.2;9.960932
132912206907230000;35;34.7;34.2;9.960932
132912206907330000;35;34.7;34.2;9.960932
132912206907430000;35;34.7;34.2;9.964057
132912206907530000;35;34.7;34.2;9.964057
132912206907630000;35;34.7;34.2;9.964057
132912206907730000;35;34.7;34.2;9.964057
132912206907830000;35;34.7;34.2;9.964057
132912206907930000;35;34.7;34.2;9.967182
132912206908030000;35;34.7;34.2;9.967182
132912206908130000;35;34.7;34.2;9.967182
132912206908230000;35;34.7;34.2;9.967182
132912206908330000;35;34.7;34.2;9.967182
132912206908430000;35;34.7;34.2;9.970307
132912206908530000;35;34.7;34.2;9.970307
132912206908630000;35;34.7;34.2;9.970307
132912206908730000;35;34.7;34.2;9.970307
132912206908830000;35;34.7;34.2;9.970307
132912206908930000;35;34.7;34.2;9.973433
132912206909030000;35;34.7;34.2;9.973433
132912206909130000;35;34.7;34.2;9.973433
132912206909230000;35;34.7;34.2;9.973433
132912206909330000;35;34.7;34.2;9.973433
132912206909430000;35;34.7;34.2;9.976557
132912206909530000;35;34.7;34.2;9.976557
132912206909630000;35;34.7;34.2;9.976557
132912206909730000;35;34.7;34.2;9.976557
132912206909830000;35;34.7;34.2;9.976557
132912206909930000;35;34.7;34.2;9.979682
132912206910030000;35;34.7;34.2;9.979682
132912206910130000;35;34.7;34.2;9.979682
132912206910230000;35;34.7;34.2;9.979682
132912206910330000;35;34.7;34.2;9.979682
132912206910430000;35;34.7;34.2;9.982807
132912206910530000;35;34.7;34.2;9.982807
132912206910630000;35;34.7;34.2;9.982807
132912206910730000;35;34.7;34.2;9.982807
132912206910830000;35;34.7;34.2;9.982807
132912206910930000;35;34.7;34.2;9.985932
132912206911030000;35;34.7;34.2;9.985932
132912206911130000;35;34.7;34.2;9.985932
132912206911230000;35;34.7;34.2;9.985932
132912206911330000;35;34.7;34.2;9.985932
132912206911430000;35;34.7;34.2;9.989057
132912206911530000;35;34.7;34.2;9.989057
132912206911630000;35;34.7;34.2;9.989057
132912206911730000;35;34.7;34.2;9.989057
132912206911830000;35;34.7;34.2;9.989057
132912206911930000;35;34.7;34.2;9.992182
132912206912030000;35;34.7;34.2;9.992182
132912206912130000;35;34.7;34.2;9.992182
132912206912230000;35;34.7;34.2;9.992182
132912206912330000;35;34.7;34.2;9.992182
132912206912430000;35;34.7;34.2;9.995307
132912206912530000;35;34.7;34.2;9.995307
132912206912630000;35;34.7;34.2;9.995307
132912206912730000;35;34.7;34.2;9.995307
132912206912830000;35;34.7;34.2;9.995307
132912206912930000;35;34.7;34.2;9.998432
132912206913030000;35;34.7;34.2;9.998432
132912206913130000;35;34.7;34.2;9.998432
132912206913230000;35;34.7;34.2;9.998432
132912206913330000;35;34.7;34.2;9.998432
132912206913430000;35;34.7;34.2;10.0015574
132912206913530000;35;34.7;34.2;10.0015574
132912206913630000;35;34.7;34.2;10.0015574
132912206913730000;35;34.7;34.2;10.0015574
132912206913830000;35;34.7;34.2;10.0015574
132912206913930000;35;34.7;34.2;10.0046816
132912206914030000;35;34.7;34.2;10.0046816
132912206914130000;35;34.7;34.2;10.0046816
132912206914230000;35;34.7;34.2;10.0046816
132912206914330000;35;34.7;34.2;10.0046816
132912206914430000;35;34.7;34.2;10.0078068
132912206914530000;35;34.7;34.2;10.0078068
132912206914630000;35;34.7;34.2;10.0078068
132912206914730000;35;34.7;34.2;10.0078068
132912206914830000;35;34.7;34.2;10.0078068
132912206914930000;35;34.7;34.2;10.010932
132912206915030000;35;34.7;34.2;10.010932
132912206915130000;35;34.7;34.2;10.010932
132912206915230000;35;34.7;34.2;10.010932
132912206915330000;35;34.7;34.2;10.010932
132912206915430000;35;34.7;34.2;10.0140572
132912206915530000;35;34.7;34.2;10.0140572
132912206915630000;35;34.7;34.2;10.0140572
132912206915730000;35;34.7;34.2;10.0140572
132912206915830000;35;34.7;34.2;10.0140572
132912206915930000;35;34.7;34.2;10.0171824
132912206916030000;35;34.7;34.2;10.0171824
132912206916130000;35;34.7;34.2;10.0171824
132912206916230000;35;34.7;34.2;10.0171824
132912206916330000;35;34.7;34.2;10.0171824
132912206916430000;35;34.7;34.2;10.0203066
132912206916530000;35;34.7;34.2;10.0203066
132912206916630000;35;34.7;34.2;10.0203066
132912206916730000;35;34.7;34.2;10.0203066
132912206916830000;35;34.7;34.2;10.0203066
132912206916930000;35;34.7;34.2;10.0234318
132912206917030000;35;34.7;34.2;10.0234318
132912206917130000;35;34.7;34.2;10.0234318
132912206917230000;35;34.7;34.2;10.0234318
132912206917330000;35;34.7;34.2;10.0234318
132912206917430000;35;34.7;34.2;10.026557
132912206917530000;35;34.7;34.2;10.026557
132912206917630000;35;34.7;34.2;10.026557
132912206917730000;35;34.7;34.2;10.026557
132912206917830000;35;34.7;34.2;10.026557
132912206917930000;35;34.7;34.2;10.0296822
132912206918030000;35;34.7;34.2;10.0296822
132912206918130000;35;34.7;34.2;10.0296822
132912206918230000;35;34.7;34.2;10.0296822
132912206918330000;35;34.7;34.2;10.0296822
132912206918430000;35;34.7;34.2;10.0328074
132912206918530000;35;34.7;34.2;10.0328074
132912206918630000;35;34.7;34.2;10.0328074
132912206918730000;35;34.7;34.2;10.0328074
132912206918830000;35;34.7;34.2;10.0328074
132912206918930000;35;34.7;34.2;10.0359316
132912206919030000;35;34.7;34.2;10.0359316
132912206919130000;35;34.7;34.2;10.0359316
132912206919230000;35;34.7;34.2;10.0359316
132912206919330000;35;34.7;34.2;10.0359316
132912206919430000;35;34.7;34.2;10.0390568
132912206919530000;35;34.7;34.2;10.0390568
132912206919630000;35;34.7;34.2;10.0390568
132912206919730000;35;34.7;34.2;10.0390568
132912206919830000;35;34.7;34.2;10.0390568
132912206919930000;35;34.7;34.2;10.042182
132912206920030000;35;34.7;34.2;10.042182
132912206920130000;35;34.7;34.2;10.042182
132912206920230000;35;34.7;34.2;10.042182
132912206920330000;35;34.7;34.2;10.042182
132912206920430000;35;34.7;34.2;10.0453072
132912206920530000;35;34.7;34.2;10.0453072
132912206920630000;35;34.7;34.2;10.0453072
132912206920730000;35;34.7;34.2;10.0453072
132912206920830000;35;34.7;34.2;10.0453072
132912206920930000;35;34.7;34.2;10.0484324
132912206921030000;35;34.7;34.2;10.0484324
132912206921130000;35;34.7;34.2;10.0484324
132912206921230000;35;34.7;34.2;10.0484324
132912206921330000;35;34.7;34.2;10.0484324
132912206921430000;35;34.7;34.2;10.0515566
132912206921530000;35;34.7;34.2;10.0515566
132912206921630000;35;34.7;34.2;10.0515566
132912206921730000;35;34.7;34.2;10.0515566
132912206921830000;35;34.7;34.2;10.0515566
132912206921930000;35;34.7;34.2;10.0546818
132912206922030000;35;34.7;34.2;10.0546818
132912206922130000;35;34.7;34.2;10.0546818
132912206922230000;35;34.7;34.2;10.0546818
132912206922330000;35;34.7;34.2;10.0546818
132912206922430000;35;34.7;34.2;10.057807
132912206922530000;35;34.7;34.2;10.057807
132912206922630000;35;34.7;34.2;10.057807
132912206922730000;35;34.7;34.2;10.057807
132912206922830000;35;34.7;34.2;10.057807
132912206922930000;35;34.7;34.2;10.0609322
132912206923030000;35;34.7;34.2;10.0609322
132912206923130000;35;34.7;34.2;10.0609322
132912206923230000;35;34.7;34.2;10.0609322
132912206923330000;35;34.7;34.2;10.0609322
132912206923430000;35;34.7;34.2;10.0640564
132912206923530000;35;34.7;34.2;10.0640564
132912206923630000;35;34.7;34.2;10.0640564
132912206923730000;35;34.7;34.2;10.0640564
132912206923830000;35;34.7;34.2;10.0640564
132912206923930000;35;34.7;34.2;10.0671816
132912206924030000;35;34.7;34.2;10.0671816
132912206924130000;35;34.7;34.2;10.0671816
132912206924230000;35;34.7;34.2;10.0671816
132912206924330000;35;34.7;34.2;10.0671816
132912206924430000;35;34.7;34.2;10.0703068
132912206924530000;35;34.7;34.2;10.0703068
132912206924630000;35;34.7;34.2;10.0703068
132912206924730000;35;34.7;34.2;10.0703068
132912206924830000;35;34.7;34.2;10.0703068
132912206924930000;35;34.7;34.2;10.073432
132912206925030000;35;34.7;34.2;10.073432
132912206925130000;35;34.7;34.2;10.073432
132912206925230000;35;34.7;34.2;10.073432
132912206925330000;35;34.7;34.2;10.073432
132912206925430000;35;34.7;34.2;10.0765572
132912206925530000;35;34.7;34.2;10.0765572
132912206925630000;35;34.7;34.2;10.0765572
132912206925730000;35;34.7;34.2;10.0765572
132912206925830000;35;34.7;34.2;10.0765572
132912206925930000;35;34.7;34.2;10.0796814
132912206926030000;35;34.7;34.2;10.0796814
132912206926130000;35;34.7;34.2;10.0796814
132912206926230000;35;34.7;34.2;10.0796814
132912206926330000;35;34.7;34.2;10.0796814
132912206926430000;35;34.7;34.2;10.0828066
132912206926530000;35;34.7;34.2;10.0828066
132912206926630000;35;34.7;34.2;10.0828066
132912206926730000;35;34.7;34.2;10.0828066
132912206926830000;35;34.7;34.2;10.0828066
132912206926930000;35;34.7;34.2;10.0859318
132912206927030000;35;34.7;34.2;10.0859318
132912206927130000;35;34.7;34.2;10.0859318
132912206927230000;35;34.7;34.2;10.0859318
132912206927330000;35;34.7;34.2;10.0859318
132912206927430000;35;34.7;34.2;10.089057
132912206927530000;35;34.7;34.2;10.089057
132912206927630000;35;34.7;34.2;10.089057
132912206927730000;35;34.7;34.2;10.089057
132912206927830000;35;34.7;34.2;10.089057
132912206927930000;35;34.7;34.2;10.0921822
132912206928030000;35;34.7;34.2;10.0921822
132912206928130000;35;34.7;34.2;10.0921822
132912206928230000;35;34.7;34.2;10.0921822
132912206928330000;35;34.7;34.2;10.0921822
132912206928430000;35;34.7;34.2;10.0953064
132912206928530000;35;34.7;34.2;10.0953064
132912206928630000;35;34.7;34.2;10.0953064
132912206928730000;35;34.7;34.2;10.0953064
132912206928830000;35;34.7;34.2;10.0953064
132912206928930000;35;34.7;34.2;10.0984316
132912206929030000;35;34.7;34.2;10.0984316
132912206929130000;35;34.7;34.2;10.0984316
132912206929230000;35;34.7;34.2;10.0984316
132912206929330000;35;34.7;34.2;10.0984316
132912206929430000;35;34.7;34.2;10.1015568
132912206929530000;35;34.7;34.2;10.1015568
132912206929630000;35;34.7;34.2;10.1015568
132912206929730000;35;34.7;34.2;10.1015568
132912206929830000;35;34.7;34.2;10.1015568
132912206929930000;35;34.7;34.2;10.104682
132912206930030000;35;34.7;34.2;10.104682
132912206930130000;35;34.7;34.2;10.104682
132912206930230000;35;34.7;34.2;10.104682
132912206930330000;35;34.7;34.2;10.104682
132912206930430000;35;34.7;34.2;10.1078072
132912206930530000;35;34.7;34.2;10.1078072
132912206930630000;35;34.7;34.2;10.1078072
132912206930730000;35;34.7;34.2;10.1078072
132912206930830000;35;34.7;34.2;10.1078072
132912206930930000;35;34.7;34.2;10.1109314
132912206931030000;35;34.7;34.2;10.1109314
132912206931130000;35;34.7;34.2;10.1109314
132912206931230000;35;34.7;34.2;10.1109314
132912206931330000;35;34.7;34.2;10.1109314
132912206931430000;35;34.7;34.2;10.1140566
132912206931530000;35;34.7;34.2;10.1140566
132912206931630000;35;34.7;34.2;10.1140566
132912206931730000;35;34.7;34.2;10.1140566
132912206931830000;35;34.7;34.2;10.1140566
132912206931930000;35;34.7;34.2;10.1171818
132912206932030000;35;34.7;34.2;10.1171818
132912206932130000;35;34.7;34.2;10.1171818
132912206932230000;35;34.7;34.2;10.1171818
132912206932330000;35;34.7;34.2;10.1171818
132912206932430000;35;34.7;34.2;10.120307
132912206932530000;35;34.7;34.2;10.120307
132912206932630000;35;34.7;34.2;10.120307
132912206932730000;35;34.7;34.2;10.120307
132912206932830000;35;34.7;34.2;10.120307
132912206932930000;35;34.7;34.2;10.1234322
132912206933030000;35;34.7;34.2;10.1234322
132912206933130000;35;34.7;34.2;10.1234322
132912206933230000;35;34.7;34.2;10.1234322
132912206933330000;35;34.7;34.2;10.1234322
132912206933430000;35;34.7;34.2;10.1265564
132912206933530000;35;34.7;34.2;10.1265564
132912206933630000;35;34.7;34.2;10.1265564
132912206933730000;35;34.7;34.2;10.1265564
132912206933830000;35;34.7;34.2;10.1265564
132912206933930000;35;34.7;34.2;10.1296816
132912206934030000;35;34.7;34.2;10.1296816
132912206934130000;35;34.7;34.2;10.1296816
132912206934230000;35;34.7;34.2;10.1296816
132912206934330000;35;34.7;34.2;10.1296816
132912206934430000;35;34.7;34.2;10.1328068
132912206934530000;35;34.7;34.2;10.1328068
132912206934630000;35;34.7;34.2;10.1328068
132912206934730000;35;34.7;34.2;10.1328068
132912206934830000;35;34.7;34.2;10.1328068
132912206934930000;35;34.7;34.2;10.135932
132912206935030000;35;34.7;34.2;10.135932
132912206935130000;35;34.7;34.2;10.135932
132912206935230000;35;34.7;34.2;10.135932
132912206935330000;35;34.7;34.2;10.135932
132912206935430000;35;34.7;34.2;10.1390562
132912206935530000;35;34.7;34.2;10.1390562
132912206935630000;35;34.7;34.2;10.1390562
132912206935730000;35;34.7;34.2;10.1390562
132912206935830000;35;34.7;34.2;10.1390562
132912206935930000;35;34.7;34.2;10.1421814
132912206936030000;35;34.7;34.2;10.1421814
132912206936130000;35;34.7;34.2;10.1421814
132912206936230000;35;34.7;34.2;10.1421814
132912206936330000;35;34.7;34.2;10.1421814
132912206936430000;35;34.7;34.2;10.1453066
132912206936530000;35;34.7;34.2;10.1453066
132912206936630000;35;34.7;34.2;10.1453066
132912206936730000;35;34.7;34.2;10.1453066
132912206936830000;35;34.7;34.2;10.1453066
132912206936930000;35;34.7;34.2;10.1484318
132912206937030000;35;34.7;34.2;10.1484318
132912206937130000;35;34.7;34.2;10.1484318
132912206937230000;35;34.7;34.2;10.1484318
132912206937330000;35;34.7;34.2;10.1484318
132912206937430000;35;34.7;34.2;10.151557
132912206937530000;35;34.7;34.2;10.151557
132912206937630000;35;34.7;34.2;10.151557
132912206937730000;35;34.7;34.2;10.151557
132912206937830000;35;34.7;34.2;10.151557
132912206937930000;35;34.7;34.2;10.1546812
132912206938030000;35;34.7;34.2;10.1546812
132912206938130000;35;34.7;34.2;10.1546812
132912206938230000;35;34.7;34.2;10.1546812
132912206938330000;35;34.7;34.2;10.1546812
132912206938430000;35;34.7;34.2;10.1578064
132912206938530000;35;34.7;34.2;10.1578064
132912206938630000;35;34.7;34.2;10.1578064
132912206938730000;35;34.7;34.2;10.1578064
132912206938830000;35;34.7;34.2;10.1578064
132912206938930000;35;34.7;34.2;10.1609316
132912206939030000;35;34.7;34.2;10.1609316
132912206939130000;35;34.7;34.2;10.1609316
132912206939230000;35;34.7;34.2;10.1609316
132912206939330000;35;34.7;34.2;10.1609316
132912206939430000;35;34.7;34.2;10.1640568
132912206939530000;35;34.7;34.2;10.1640568
132912206939630000;35;34.7;34.2;10.1640568
132912206939730000;35;34.7;34.2;10.1640568
132912206939830000;35;34.7;34.2;10.1640568
132912206939930000;35;34.7;34.2;10.167182
132912206940030000;35;34.7;34.2;10.167182
132912206940130000;35;34.7;34.2;10.167182
132912206940230000;35;34.7;34.2;10.167182
132912206940330000;35;34.7;34.2;10.167182
132912206940430000;35;34.7;34.2;10.1703062
132912206940530000;35;34.7;34.2;10.1703062
132912206940630000;35;34.7;34.2;10.1703062
132912206940730000;35;34.7;34.2;10.1703062
132912206940830000;35;34.7;34.2;10.1703062
132912206940930000;35;34.7;34.2;10.1734314
132912206941030000;35;34.7;34.2;10.1734314
132912206941130000;35;34.7;34.2;10.1734314
132912206941230000;35;34.7;34.2;10.1734314
132912206941330000;35;34.7;34.2;10.1734314
132912206941430000;35;34.7;34.2;10.1765566
132912206941530000;35;34.7;34.2;10.1765566
132912206941630000;35;34.7;34.2;10.1765566
132912206941730000;35;34.7;34.2;10.1765566
132912206941830000;35;34.7;34.2;10.1765566
132912206941930000;35;34.7;34.2;10.1796818
132912206942030000;35;34.7;34.2;10.1796818
132912206942130000;35;34.7;34.2;10.1796818
132912206942230000;35;34.7;34.2;10.1796818
132912206942330000;35;34.7;34.2;10.1796818
132912206942430000;35;34.7;34.2;10.182807
132912206942530000;35;34.7;34.2;10.182807
132912206942630000;35;34.7;34.2;10.182807
132912206942730000;35;34.7;34.2;10.182807
132912206942830000;35;34.7;34.2;10.182807
132912206942930000;35;34.7;34.2;10.1859312
132912206943030000;35;34.7;34.2;10.1859312
132912206943130000;35;34.7;34.2;10.1859312
132912206943230000;35;34.7;34.2;10.1859312
132912206943330000;35;34.7;34.2;10.1859312
132912206943430000;35;34.7;34.2;10.1890564
132912206943530000;35;34.7;34.2;10.1890564
132912206943630000;35;34.7;34.2;10.1890564
132912206943730000;35;34.7;34.2;10.1890564
132912206943830000;35;34.7;34.2;10.1890564
132912206943930000;35;34.7;34.2;10.1921816
132912206944030000;35;34.7;34.2;10.1921816
132912206944130000;35;34.7;34.2;10.1921816
132912206944230000;35;34.7;34.2;10.1921816
132912206944330000;35;34.7;34.2;10.1921816
132912206944430000;35;34.7;34.2;10.1953068
132912206944530000;35;34.7;34.2;10.1953068
132912206944630000;35;34.7;34.2;10.1953068
132912206944730000;35;34.7;34.2;10.1953068
132912206944830000;35;34.7;34.2;10.1953068
132912206944930000;35;34.7;34.2;10.198432
132912206945030000;35;34.7;34.2;10.198432
132912206945130000;35;34.7;34.2;10.198432
132912206945230000;35;34.7;34.2;10.198432
132912206945330000;35;34.7;34.2;10.198432
132912206945430000;35;34.7;34.2;10.2015562
132912206945530000;35;34.7;34.2;10.2015562
132912206945630000;35;34.7;34.2;10.2015562
132912206945730000;35;34.7;34.2;10.2015562
132912206945830000;35;34.7;34.2;10.2015562
132912206945930000;35;34.7;34.2;10.2046814
132912206946030000;35;34.7;34.2;10.2046814
132912206946130000;35;34.7;34.2;10.2046814
132912206946230000;35;34.7;34.2;10.2046814
132912206946330000;35;34.7;34.2;10.2046814
132912206946430000;35;34.7;34.2;10.2078066
132912206946530000;35;34.7;34.2;10.2078066
132912206946630000;35;34.7;34.2;10.2078066
132912206946730000;35;34.7;34.2;10.2078066
132912206946830000;35;34.7;34.2;10.2078066
132912206946930000;35;34.7;34.2;10.2109318
132912206947030000;35;34.7;34.2;10.2109318
132912206947130000;35;34.7;34.2;10.2109318
132912206947230000;35;34.7;34.2;10.2109318
132912206947330000;35;34.7;34.2;10.2109318
132912206947430000;35;34.7;34.2;10.214056
132912206947530000;35;34.7;34.2;10.214056
132912206947630000;35;34.7;34.2;10.214056
132912206947730000;35;34.7;34.2;10.214056
132912206947830000;35;34.7;34.2;10.214056
132912206947930000;35;34.7;34.2;10.2171812
132912206948030000;35;34.7;34.2;10.2171812
132912206948130000;35;34.7;34.2;10.2171812
132912206948230000;35;34.7;34.2;10.2171812
132912206948330000;35;34.7;34.2;10.2171812
132912206948430000;35;34.7;34.2;10.2203064
132912206948530000;35;34.7;34.2;10.2203064
